id,customer_id,make,model,year,vin,license_plate,color,mileage,created_at
573,649,Ford,Expedition,2019,1fmju2at2kea52910,LP-744937,Black,22960,2024-01-11 01:15:00
574,412,Ford,Expedition,2019,1fmju2at3kea40507,LP-615140,White,22013,2024-10-23 18:33:00
575,608,Ford,Expedition,2019,1fmju2at5kea33705,LP-744936,Gray,18767,2024-04-10 03:12:00
576,489,Ford,Expedition,2017,1fmju2at7hea52412,LP-732958,Silver,90251,2024-06-28 17:42:00
577,476,Ford,Expedition,2019,1fmju2at7kea02696,LP-781639,Gray,4970,2024-06-30 17:52:00
578,215,Ford,Expedition,2019,1fmju2at7kea46505,LP-744952,Red,19731,2024-02-05 09:48:00
579,764,Ford,Expedition,2019,1fmju2at8kea33665,LP-625637,Black,28790,2024-02-25 20:26:00
580,662,Ford,Expedition,2019,1fmju2at9kea25414,LP-625640,Black,19304,2024-06-15 17:29:00
581,646,Ford,Expedition,2019,1fmju2atxkea46594,LP-744941,Black,16981,2024-09-19 10:41:00
582,161,Ford,Explorer,2020,1fmsk7fh0lgb38489,LP-751362,No_color,2089,2024-01-16 10:18:00
583,264,Ford,Explorer,2020,1fmsk8dh2lga15480,LP-722215,Silver,5920,2024-08-22 05:48:00
584,1,Ford,Explorer,2020,1fmsk8fh3lga11841,LP-751303,Gray,740,2024-04-23 02:25:00
585,82,Ford,Door,2006,1fmzk04136ga07119,LP-610991,Red,203158,2024-09-02 21:22:00
586,116,Ford,Mpv,2017,1fmzk1cm1hkb51026,LP-656529,White,55854,2024-04-19 22:22:00
587,413,Ford,Mpv,2017,1fmzk1cm7hkb51015,LP-656533,White,41455,2024-07-24 06:18:00
588,115,Ford,Mpv,2017,1fmzk1cmxhkb51025,LP-656518,White,55618,2024-10-05 09:48:00
589,343,Ford,Door,2014,1ft7w2a67eeb61127,LP-790526,White,77386,2024-10-15 00:38:00
590,89,Ford,Door,2016,1ft7w2b60geb96643,LP-757879,No_color,126802,2024-04-20 11:11:00
591,283,Ford,Door,2017,1ft7w2b60hec03964,LP-656527,White,126523,2024-07-15 17:35:00
592,229,Ford,Door,2017,1ft7w2b60hee77178,LP-740589,Red,48309,2024-03-23 19:26:00
593,204,Ford,Door,2016,1ft7w2b61geb39979,LP-743078,Black,85649,2024-12-29 22:57:00
594,717,Ford,Door,2017,1ft7w2b62heb39135,LP-567233,White,85688,2024-08-01 17:02:00
595,522,Ford,Door,2017,1ft7w2b62hed00227,LP-775742,White,36004,2024-06-17 18:22:00
596,321,Ford,Srw,2019,1ft7w2b63kee65677,LP-722586,No_color,16207,2024-02-14 12:31:00
597,531,Ford,Srw,2019,1ft7w2b64kec00217,LP-780681,White,26451,2024-12-13 21:23:00
598,587,Ford,Srw,2019,1ft7w2b66kee46377,LP-602593,White,11544,2024-11-29 07:35:00
599,678,Ford,Srw,2019,1ft7w2b68ked77546,LP-616338,White,14359,2024-03-13 19:27:00
600,560,Ford,Door,2015,1ft7w2b69feb06680,LP-734047,White,53507,2024-02-05 16:33:00
601,403,Ford,Srw,2019,1ft7w2b6xkee55356,LP-797184,Black,21546,2024-07-10 23:56:00
602,61,Ford,Door,2014,1ft7w2bt0eea41481,LP-737916,White,100255,2024-01-10 13:32:00
603,183,Ford,Door,2015,1ft7w2bt0fea55852,LP-541547,Blue,73849,2024-08-01 20:46:00
604,555,Ford,Door,2017,1ft7w2bt0hef21363,LP-656517,White,66582,2024-12-05 05:05:00
605,737,Ford,Srw,2019,1ft7w2bt0kec44818,LP-718954,Black,6500,2024-07-09 11:51:00
606,64,Ford,Srw,2019,1ft7w2bt0kee34621,LP-802180,White,16619,2024-07-27 09:26:00
607,294,Ford,Door,2016,1ft7w2bt1ged12535,LP-783724,Black,47531,2024-06-12 03:40:00
608,29,Ford,Door,2016,1ft7w2bt1ged33630,LP-789516,White,58902,2024-08-02 18:12:00
609,360,Ford,Srw,2018,1ft7w2bt1jec31753,LP-749686,Black,37245,2024-12-10 00:13:00
610,121,Ford,Door,2015,1ft7w2bt2fea81305,LP-565004,White,128505,2024-08-23 12:17:00
611,635,Ford,Door,2016,1ft7w2bt2ged14343,LP-743061,Silver,61477,2024-12-21 21:51:00
612,423,Ford,Door,2017,1ft7w2bt2hee62669,LP-770195,White,99375,2024-11-25 06:02:00
613,722,Ford,Srw,2019,1ft7w2bt2ked42670,LP-780679,White,10763,2024-01-04 19:23:00
614,572,Ford,Srw,2019,1ft7w2bt2kee85523,LP-752929,Gray,25638,2024-07-25 20:42:00
615,333,Ford,Door,2013,1ft7w2bt3deb85914,LP-598536,White,88781,2024-03-07 18:42:00
616,33,Ford,Door,2017,1ft7w2bt3heb19966,LP-765426,White,76418,2024-08-30 15:51:00
617,194,Ford,Door,2017,1ft7w2bt3hec44885,LP-783122,Red,30629,2024-02-27 02:57:00
618,355,Ford,Door,2017,1ft7w2bt3hed62547,LP-765425,Blue,62387,2024-01-16 07:56:00
619,325,Ford,Door,2017,1ft7w2bt3hef41039,LP-765418,Black,47129,2024-02-05 11:57:00
620,155,Ford,Srw,2018,1ft7w2bt3jeb02932,LP-749690,White,11173,2024-11-14 04:05:00
621,380,Ford,Srw,2018,1ft7w2bt3jec31754,LP-780684,Black,17942,2024-08-20 11:49:00
622,316,Ford,Srw,2019,1ft7w2bt3kee55737,LP-722585,Gray,29010,2024-02-14 19:08:00
623,59,Ford,Door,2012,1ft7w2bt4cea20954,LP-598650,White,189776,2024-02-01 20:50:00
624,658,Ford,Door,2017,1ft7w2bt4hed76215,LP-567118,Black,66366,2024-07-01 08:21:00
625,377,Ford,Door,2017,1ft7w2bt4hee52015,LP-740592,Black,44956,2024-11-14 17:29:00
626,463,Ford,Srw,2018,1ft7w2bt4jec50359,LP-749689,Black,25371,2024-12-20 08:18:00
627,706,Ford,Srw,2019,1ft7w2bt4ked42668,LP-778307,White,30018,2024-10-22 07:48:00
628,433,Ford,Door,2015,1ft7w2bt5fec61782,LP-790044,Off-white,157057,2024-04-01 08:04:00
629,708,Ford,Srw,2019,1ft7w2bt5kee35425,LP-751324,White,34527,2024-01-11 13:03:00
630,600,Ford,Srw,2019,1ft7w2bt5kef24315,LP-797183,Silver,2382,2024-12-30 10:46:00
631,393,Ford,Door,2017,1ft7w2bt6heb60592,LP-765419,White,90304,2024-04-10 11:01:00
632,731,Ford,Door,2017,1ft7w2bt6heb61418,LP-770192,White,92100,2024-07-18 17:26:00
633,484,Ford,Door,2017,1ft7w2bt6hec19849,LP-770210,White,119439,2024-03-01 11:47:00
634,679,Ford,Door,2017,1ft7w2bt6hed37724,LP-629115,White,85278,2024-03-15 00:49:00
635,523,Ford,Srw,2019,1ft7w2bt6ked11132,LP-738659,White,31744,2024-03-19 21:11:00
636,25,Ford,Srw,2019,1ft7w2bt6kee59894,LP-738658,Red,21101,2024-03-24 21:42:00
637,78,Ford,Srw,2019,1ft7w2bt6kee88988,LP-738656,Gray,33930,2024-06-22 16:01:00
638,547,Ford,Door,2017,1ft7w2bt7hec41164,LP-656358,Black,39333,2024-10-02 14:02:00
639,752,Ford,Door,2017,1ft7w2bt7hec67263,LP-656516,White,42289,2024-09-19 13:12:00
640,542,Ford,Door,2017,1ft7w2bt7hef07573,LP-742321,White,92405,2024-08-08 10:33:00
641,631,Ford,Srw,2019,1ft7w2bt7ked44785,LP-780677,No_color,11640,2024-11-23 14:23:00
642,526,Ford,Srw,2019,1ft7w2bt7kee46393,LP-616337,Silver,9235,2024-12-05 15:10:00
643,738,Ford,Srw,2019,1ft7w2bt7kef15907,LP-616339,Black,13472,2024-05-15 15:02:00
644,771,Ford,Door,2012,1ft7w2bt8ced04247,LP-598654,White,151641,2024-06-10 22:48:00
645,727,Ford,Door,2014,1ft7w2bt8eea52700,LP-790521,White,76336,2024-05-09 18:37:00
646,305,Ford,Door,2015,1ft7w2bt8fec08946,LP-743606,White,126708,2024-07-13 19:19:00
647,86,Ford,Door,2017,1ft7w2bt8hec67434,LP-656521,White,72445,2024-01-13 07:18:00
648,713,Ford,Door,2017,1ft7w2bt8hed83183,LP-787803,Gold,23223,2024-10-08 21:50:00
649,536,Ford,Srw,2018,1ft7w2bt8jec80853,LP-782905,Blue,19853,2024-12-01 13:30:00
650,719,Ford,Srw,2019,1ft7w2bt8kee90712,LP-788231,White,10475,2024-09-23 06:03:00
651,138,Ford,Door,2013,1ft7w2bt9deb86453,LP-612500,Silver,146807,2024-05-15 01:15:00
652,261,Ford,Srw,2019,1ft7w2bt9kef54157,LP-489611,White,24078,2024-08-07 10:25:00
653,75,Ford,Door,2013,1ft7w2btxdea14898,LP-738075,White,77281,2024-02-14 11:42:00
654,387,Ford,Door,2013,1ft7w2btxdea17039,LP-793089,White,70106,2024-08-30 08:04:00
655,582,Ford,Door,2014,1ft7w2btxeea16216,LP-793049,Silver,148442,2024-03-28 06:04:00
656,319,Ford,Door,2015,1ft7w2btxfea09767,LP-641551,White,109137,2024-08-23 11:56:00
657,436,Ford,Door,2015,1ft7w2btxfeb19752,LP-541544,White,90855,2024-08-03 13:29:00
658,553,Ford,Door,2016,1ft7w2btxgeb64448,LP-656756,White,84035,2024-12-27 19:53:00
659,87,Ford,Srw,2018,1ft7w2btxjeb54932,LP-780683,Black,18062,2024-11-18 23:23:00
660,197,Ford,Srw,2019,1ft7w2btxkee45528,LP-741762,Silver,21669,2024-05-13 22:54:00
661,629,Ford,Srw,2019,1ft7w2btxkee87763,LP-489607,White,28534,2024-05-09 01:59:00
662,71,Ford,Srw,2017,1ft7w3bt0hef02785,LP-754311,Black,26241,2024-03-08 14:49:00
663,622,Ford,Srw,2017,1ft7w3bt5hee88155,LP-754310,Black,15273,2024-07-18 09:21:00
664,455,Ford,Door,2013,1ft7x2a68deb25801,LP-800810,White,109672,2024-07-14 06:19:00
665,439,Ford,Door,2016,1ft7x2b61geb56195,LP-787429,White,116519,2024-01-15 11:14:00
666,548,Ford,Door,2014,1ft7x2b62eea29551,LP-756277,Brown,47055,2024-06-27 01:10:00
667,144,Ford,Srw,2017,1ft7x2b69hec16645,LP-788232,White,132150,2024-06-18 10:37:00
668,659,Ford,Door,2015,1ft8w3b61fec52078,LP-755448,White,42930,2024-11-29 02:55:00
669,751,Ford,Srw,2017,1ft8w3b63hec69791,LP-780667,White,28007,2024-03-22 04:31:00
670,703,Ford,Door,2013,1ft8w3b64dea40501,LP-733583,White,80090,2024-06-02 10:46:00
671,480,Ford,Srw,2019,1ft8w3bt3kee15023,LP-765561,Blue,21527,2024-06-10 05:16:00
672,108,Ford,Door,2015,1ft8w3bt4fec75439,LP-782025,White,108998,2024-07-30 14:11:00
673,339,Ford,Door,2017,1ft8w3bt6hee98746,LP-597753,White,99923,2024-07-05 04:50:00
674,178,Ford,Srw,2019,1ft8w3bt7kee15090,LP-726356,Black,14393,2024-05-18 09:43:00
675,171,Ford,Srw,2019,1ft8w3bt8kec78838,LP-751330,No_color,16569,2024-11-05 20:02:00
676,3,Ford,Door,2012,1ft8w3bt9cea39011,LP-800820,Green,114500,2024-11-29 06:44:00
677,9,Ford,Door,2017,1ft8w3dt0hef24562,LP-640427,Red,159182,2024-02-15 05:13:00
678,554,Ford,Door,2017,1ft8w3dt1hee12434,LP-742320,No_color,94741,2024-03-29 06:13:00
679,368,Ford,Drw,2019,1ft8w3dt1kee72172,LP-752930,Black,5035,2024-11-09 14:03:00
680,444,Ford,Drw,2019,1ft8w3dt3kee48276,LP-780680,No_color,9643,2024-10-25 11:06:00
681,404,Ford,Door,2013,1ft8w3dt5deb68569,LP-753923,Gray,54380,2024-05-27 08:58:00
682,627,Ford,Door,2016,1ft8w3dt6ged23165,LP-565003,White,96129,2024-06-17 00:41:00
683,21,Ford,Drw,2019,1ft8w3dt6kef15629,LP-741758,Black,35929,2024-03-07 23:01:00
684,375,Ford,Door,2016,1ft8w3dt7gec81766,LP-641144,White,131754,2024-04-16 02:24:00
685,352,Ford,Door,2017,1ft8w3dt8hec12120,LP-765457,Black,27661,2024-06-23 19:27:00
686,240,Ford,Door,2017,1ft8w3dt8hed50014,LP-461502,Black,43964,2024-01-10 10:26:00
687,266,Ford,Drw,2019,1ft8w4dt6ked32656,LP-780682,No_color,10536,2024-08-25 08:43:00
688,11,Ford,Door,2017,1ft8w4dtxhed96692,LP-765452,White,55732,2024-02-20 07:31:00
689,644,Ford,Srw,2016,1ft8x3bt7gea37597,LP-800116,Gray,53986,2024-09-30 04:39:00
690,357,Ford,Door,2015,1ftbf2a6xfeb60033,LP-771183,White,205796,2024-11-03 23:14:00
691,621,Ford,Door,2016,1ftbf2b61ged08196,LP-741899,Black,41233,2024-08-21 19:43:00
692,123,Ford,Door,2013,1ftbf2b66dea35574,LP-787622,White,140870,2024-05-16 10:15:00
693,660,Ford,Van,2020,1ftbr1c86lka43630,LP-743139,White,122,2024-11-16 11:02:00
694,2,Ford,Transit,2018,1ftbw3xgxjkb24777,LP-782364,White,24567,2024-10-15 06:13:00
695,91,Ford,Transit,2019,1ftbw3xm3kka93802,LP-799910,White,5250,2024-02-11 09:11:00
696,212,Ford,Pickup,1994,1ftdf15y2rnb12612,LP-361489,White,206162,2024-05-28 23:05:00
697,127,Ford,Door,1997,1ftdf18w8vna61251,LP-362449,Green,146912,2024-12-03 09:42:00
698,200,Ford,Pickup,1996,1ftef15n0tlc14455,LP-357804,Red,252588,2024-11-04 13:24:00
699,729,Ford,Ranger,2019,1fter4eh3kla09133,LP-801802,Blue,12836,2024-12-16 18:26:00
700,181,Ford,Ranger,2019,1fter4eh5kla17864,LP-781626,Gray,11457,2024-11-13 14:59:00
701,84,Ford,Ranger,2020,1fter4fh1lla02732,LP-759471,Blue,671,2024-02-25 07:34:00
702,640,Ford,Ranger,2019,1fter4fh5kla45887,LP-801795,White,15436,2024-10-20 15:32:00
703,666,Ford,Ranger,2019,1fter4fh6kla60107,LP-570721,White,16509,2024-07-14 12:53:00
704,306,Ford,Ranger,2019,1fter4fh7klb13025,LP-778604,Gray,2590,2024-02-09 08:51:00
705,570,Ford,F-150,2019,1ftew1c42kkd75453,LP-553736,Silver,23795,2024-06-16 04:20:00
706,336,Ford,F-150,2019,1ftew1c46kkc52450,LP-781624,No_color,17544,2024-11-10 11:25:00
707,422,Ford,F-150,2019,1ftew1c46kkd75553,LP-553743,Gray,27689,2024-05-06 21:08:00
708,300,Ford,F-150,2019,1ftew1c47kfb18880,LP-570540,Silver,27136,2024-02-21 04:54:00
709,149,Ford,F-150,2019,1ftew1c47kfc12080,LP-745308,Red,22001,2024-10-09 20:34:00
710,203,Ford,F-150,2019,1ftew1c4xkfc10243,LP-740409,Gray,18805,2024-09-26 14:45:00
711,334,Ford,F-150,2019,1ftew1c50kkc38522,LP-796795,White,33717,2024-01-25 16:01:00
712,726,Ford,F-150,2019,1ftew1c50kke09205,LP-796776,White,21976,2024-03-16 13:21:00
713,424,Ford,F-150,2019,1ftew1c51kke08595,LP-796775,Black,17828,2024-11-16 23:52:00
714,539,Ford,F-150,2019,1ftew1c52kfa20803,LP-751797,White,33462,2024-03-04 08:22:00
715,579,Ford,F-150,2019,1ftew1c52kfa64476,LP-745301,Black,31727,2024-08-13 01:47:00
716,99,Ford,F-150,2019,1ftew1c54kkc38135,LP-781635,Yellow,33538,2024-09-04 00:02:00
717,289,Ford,F-150,2019,1ftew1c55kkc38466,LP-553738,Black,27794,2024-11-14 22:48:00
718,396,Ford,F-150,2019,1ftew1c57kkc38467,LP-796798,Red,23512,2024-02-07 06:33:00
719,96,Ford,F-150,2019,1ftew1c59kfb19764,LP-745304,Black,21346,2024-09-15 01:19:00
720,459,Ford,F-150,2019,1ftew1c59kkc39782,LP-781631,Black,12953,2024-09-11 12:47:00
721,383,Ford,Door,2016,1ftew1c82gkd45492,LP-770495,White,91606,2024-08-16 22:07:00
722,408,Ford,F-150,2018,1ftew1cb3jfc81295,LP-741409,White,32149,2024-06-30 06:05:00
723,617,Ford,Door,2015,1ftew1cf3fke12825,LP-756321,Silver,61436,2024-12-17 01:04:00
724,680,Ford,F-150,2017,1ftew1cf3hfb78746,LP-765258,Black,25698,2024-03-24 17:35:00
725,244,Ford,Door,2015,1ftew1cf5fkd41840,LP-744885,Blue,130388,2024-11-27 09:11:00
726,594,Ford,Door,2015,1ftew1cf6ffc68843,LP-660597,Black,143818,2024-08-22 04:01:00
727,44,Ford,Door,2016,1ftew1cf8gkd34592,LP-656733,White,73321,2024-03-03 02:20:00
728,745,Ford,Door,2016,1ftew1cf8gke70396,LP-799584,Blue,40371,2024-08-07 03:18:00
729,341,Ford,Door,2016,1ftew1cf9gfa55757,LP-743025,White,100943,2024-12-09 11:24:00
730,53,Ford,Door,2015,1ftew1cg0ffa89853,LP-757917,White,70251,2024-09-21 05:14:00
731,576,Ford,Door,2016,1ftew1cg0gke04837,LP-799260,Silver,50423,2024-11-13 07:57:00
732,220,Ford,Door,2015,1ftew1cg4ffa66589,LP-660613,Silver,26911,2024-10-18 14:23:00
733,34,Ford,Door,2016,1ftew1cg4gke05649,LP-783730,Silver,67546,2024-04-13 06:30:00
734,504,Ford,F-150,2018,1ftew1cg6jfd15757,LP-571218,White,33194,2024-10-26 22:20:00
735,97,Ford,Door,2011,1ftew1cm0bfc14625,LP-758515,White,195908,2024-05-27 08:37:00
736,663,Ford,Door,2014,1ftew1cm6efc31661,LP-800659,Blue,143704,2024-08-12 23:41:00
737,443,Ford,Door,2014,1ftew1cm7efa19352,LP-641733,Gray,118340,2024-04-28 22:01:00
738,19,Ford,Door,2014,1ftew1cm8efc15574,LP-790510,Blue,162918,2024-06-14 22:05:00
739,584,Ford,F-150,2017,1ftew1cp1hfa12279,LP-783132,Gray,76876,2024-12-06 17:14:00
740,317,Ford,Door,2016,1ftew1cp2gke43168,LP-656759,White,31944,2024-08-12 12:38:00
741,103,Ford,F-150,2018,1ftew1cp2jkd08540,LP-782362,Red,21703,2024-12-26 05:55:00
742,516,Ford,F-150,2019,1ftew1cp5kkc11026,LP-459758,Gray,16765,2024-12-03 01:42:00
743,281,Ford,F-150,2018,1ftew1cp8jfd42703,LP-639660,Blue,5440,2024-12-07 13:41:00
744,756,Ford,Door,2015,1ftew1cp9fkd25357,LP-783942,Gray,63445,2024-11-19 06:12:00
745,772,Ford,Door,2015,1ftew1cp9fke05161,LP-793211,Black,28801,2024-07-01 04:12:00
746,712,Ford,F-150,2019,1ftew1e40kfa83015,LP-745064,Black,15141,2024-05-23 18:01:00
747,530,Ford,F-150,2019,1ftew1e40kfc09714,LP-745057,Gray,17484,2024-05-25 03:23:00
748,238,Ford,F-150,2019,1ftew1e41kfb69644,LP-763453,Silver,16600,2024-07-02 04:22:00
749,224,Ford,F-150,2019,1ftew1e41kfb70194,LP-763448,Silver,17644,2024-04-24 22:18:00
750,715,Ford,F-150,2019,1ftew1e41kkc07168,LP-737616,No_color,26484,2024-05-22 02:06:00
751,143,Ford,F-150,2019,1ftew1e42kfb37902,LP-763464,White,18174,2024-11-18 11:18:00
752,253,Ford,F-150,2019,1ftew1e42kfc10086,LP-745303,Black,18418,2024-12-28 12:08:00
753,557,Ford,F-150,2019,1ftew1e42kfc12713,LP-565282,White,9278,2024-06-13 07:31:00
754,470,Ford,F-150,2019,1ftew1e43kkc41032,LP-796781,Black,51589,2024-11-11 05:32:00
755,361,Ford,F-150,2019,1ftew1e45kfa45361,LP-745068,Silver,9718,2024-10-19 01:50:00
756,486,Ford,F-150,2019,1ftew1e45kfb69856,LP-763407,Gray,16146,2024-03-30 09:06:00
757,761,Ford,F-150,2019,1ftew1e45kfc11202,LP-785786,Gray,10028,2024-10-28 13:21:00
758,397,Ford,F-150,2019,1ftew1e47kfb69647,LP-763518,Red,20343,2024-11-24 02:11:00
759,482,Ford,F-150,2019,1ftew1e48kfb37676,LP-763405,Gray,15630,2024-11-27 22:14:00
760,184,Ford,F-150,2019,1ftew1e48kfb37905,LP-763512,White,23964,2024-01-01 23:31:00
761,431,Ford,F-150,2019,1ftew1e49kfb96784,LP-763533,White,21766,2024-06-20 03:01:00
762,630,Ford,F-150,2019,1ftew1e49kfc10392,LP-615292,Red,21054,2024-09-19 23:18:00
763,10,Ford,F-150,2019,1ftew1e49kkc40340,LP-781644,Silver,40785,2024-02-20 17:57:00
764,284,Ford,F-150,2019,1ftew1e4xkfb37968,LP-781637,Gray,9915,2024-11-21 11:24:00
765,590,Ford,F-150,2019,1ftew1e4xkfc10403,LP-615298,White,17000,2024-02-26 18:48:00
766,575,Ford,F-150,2018,1ftew1e50jfa49583,LP-749067,Black,37053,2024-04-18 18:05:00
767,177,Ford,F-150,2019,1ftew1e50kfb51192,LP-763509,Silver,18901,2024-03-15 15:59:00
768,210,Ford,F-150,2019,1ftew1e50kfb83107,LP-745292,Brown,21055,2024-09-20 20:08:00
769,671,Ford,F-150,2019,1ftew1e50kfc34279,LP-745143,Silver,12886,2024-12-25 06:22:00
770,100,Ford,F-150,2019,1ftew1e50kkc39540,LP-553737,Silver,28117,2024-03-01 18:12:00
771,698,Ford,F-150,2019,1ftew1e51kkc05297,LP-781633,Yellow,25071,2024-11-08 02:53:00
772,364,Ford,F-150,2019,1ftew1e52kfb46754,LP-570557,Black,19055,2024-04-15 11:55:00
773,188,Ford,F-150,2019,1ftew1e53kfa65102,LP-570547,White,35221,2024-02-05 00:15:00
774,744,Ford,F-150,2019,1ftew1e53kfb37982,LP-763523,White,19100,2024-04-07 01:51:00
775,619,Ford,F-150,2019,1ftew1e53kfb51512,LP-565832,White,11669,2024-01-29 22:12:00
776,378,Ford,F-150,2019,1ftew1e53kkd48767,LP-749573,Gray,17301,2024-03-14 17:41:00
777,366,Ford,F-150,2019,1ftew1e54kfa00453,LP-763525,White,20014,2024-10-17 14:06:00
778,739,Ford,F-150,2019,1ftew1e54kfb20317,LP-735391,White,31899,2024-08-21 23:37:00
779,742,Ford,F-150,2019,1ftew1e54kfb47744,LP-749775,Black,32022,2024-05-30 05:35:00
780,478,Ford,F-150,2019,1ftew1e54kfb48392,LP-749571,White,25046,2024-11-20 12:26:00
781,487,Ford,F-150,2019,1ftew1e54kfb82591,LP-749570,Gray,28938,2024-08-24 18:17:00
782,505,Ford,F-150,2019,1ftew1e54kkc88465,LP-615283,Silver,28692,2024-09-26 15:53:00
783,683,Ford,F-150,2019,1ftew1e55kfb51169,LP-763613,White,25009,2024-09-17 08:44:00
784,385,Ford,F-150,2019,1ftew1e55kfb69820,LP-763461,Red,17983,2024-09-13 12:12:00
785,426,Ford,F-150,2019,1ftew1e55kfb96628,LP-763414,Gray,16059,2024-03-29 23:42:00
786,591,Ford,F-150,2018,1ftew1e56jfa97539,LP-781284,Black,9800,2024-12-10 09:41:00
787,206,Ford,F-150,2018,1ftew1e56jkd36112,LP-787974,White,41127,2024-08-18 00:22:00
788,62,Ford,F-150,2019,1ftew1e57kfb37614,LP-745150,White,11437,2024-07-17 20:11:00
789,520,Ford,F-150,2019,1ftew1e57kfb48077,LP-570548,Gray,33808,2024-04-01 18:56:00
790,151,Ford,F-150,2019,1ftew1e57kfc11954,LP-570558,Gray,15422,2024-01-28 20:51:00
791,54,Ford,F-150,2019,1ftew1e57kfc13266,LP-745054,Silver,10808,2024-02-25 20:41:00
792,623,Ford,F-150,2020,1ftew1e57lfa24246,LP-742924,Black,10351,2024-12-12 02:13:00
793,710,Ford,F-150,2019,1ftew1e58kkd14212,LP-796793,Red,26591,2024-07-15 18:06:00
794,479,Ford,F-150,2019,1ftew1e59kfa00593,LP-745296,Gray,16625,2024-05-08 09:49:00
795,73,Ford,F-150,2019,1ftew1e59kfb37727,LP-763513,White,20154,2024-08-07 07:33:00
796,639,Ford,F-150,2019,1ftew1e59kfb37761,LP-763447,Red,18550,2024-05-02 07:20:00
797,330,Ford,F-150,2019,1ftew1e59kfb37887,LP-763526,Black,21774,2024-10-22 08:12:00
798,763,Ford,F-150,2019,1ftew1e59kfb69755,LP-763528,White,21201,2024-10-18 16:29:00
799,642,Ford,F-150,2019,1ftew1e59kfc47399,LP-801453,Black,24795,2024-01-02 19:59:00
800,586,Ford,F-150,2019,1ftew1e59kkc89708,LP-615289,Black,31713,2024-06-21 19:43:00
801,566,Ford,F-150,2019,1ftew1e5xkfc48223,LP-725396,Gray,17450,2024-10-29 15:03:00
802,370,Ford,F-150,2017,1ftew1e80hfb12444,LP-799611,White,91979,2024-11-05 00:42:00
803,734,Ford,F-150,2018,1ftew1eb4jfc37481,LP-798568,Silver,11739,2024-04-26 10:36:00
804,245,Ford,F-150,2019,1ftew1eb6kfb83943,LP-801455,Blue,19793,2024-04-16 23:25:00
805,308,Ford,F-150,2019,1ftew1ebxkkd48349,LP-796794,White,22906,2024-04-23 21:34:00
806,164,Ford,Door,2017,1ftew1ef1hke25038,LP-656368,White,84916,2024-08-29 06:44:00
807,30,Ford,Door,2015,1ftew1ef2fke07659,LP-743628,Black,85197,2024-02-23 16:37:00
808,760,Ford,Door,2017,1ftew1ef2hfb30250,LP-742325,Red,103002,2024-08-30 12:23:00
809,24,Ford,Door,2017,1ftew1ef2hfb83224,LP-765260,Black,19850,2024-04-09 13:08:00
810,425,Ford,Door,2017,1ftew1ef3hfb27101,LP-765284,Red,36295,2024-06-22 12:19:00
811,346,Ford,Door,2017,1ftew1ef3hfc22483,LP-765337,Gray,46955,2024-12-23 02:40:00
812,40,Ford,Door,2017,1ftew1ef4hfa16802,LP-765338,Black,57186,2024-06-08 10:33:00
813,460,Ford,Door,2017,1ftew1ef5hkd84963,LP-779861,White,9167,2024-08-28 13:07:00
814,101,Ford,Door,2016,1ftew1ef9gfb09068,LP-780201,White,38830,2024-02-09 23:39:00
815,310,Ford,Door,2017,1ftew1efxhkc69002,LP-357511,Red,35747,2024-04-04 22:40:00
816,358,Ford,Door,2015,1ftew1eg0ffb32472,LP-660608,White,82899,2024-07-22 15:47:00
817,390,Ford,Door,2017,1ftew1eg0hfa43326,LP-779682,White,47866,2024-09-14 09:12:00
818,350,Ford,Door,2017,1ftew1eg0hfb93193,LP-765253,Red,72084,2024-12-21 02:58:00
819,724,Ford,F-150,2019,1ftew1eg0kfa74454,LP-737612,White,13884,2024-06-25 21:27:00
820,293,Ford,F-150,2018,1ftew1eg1jfb92141,LP-749059,Red,24151,2024-10-14 20:32:00
821,624,Ford,Door,2017,1ftew1eg2hfb38793,LP-779696,Red,23960,2024-11-23 00:56:00
822,532,Ford,Door,2017,1ftew1eg3hkc49103,LP-772999,Silver,119520,2024-05-06 19:02:00
823,109,Ford,Door,2017,1ftew1eg4hfa66124,LP-736241,Black,42291,2024-01-06 12:45:00
824,497,Ford,Door,2017,1ftew1eg4hfc14661,LP-629033,White,40286,2024-03-02 13:24:00
825,351,Ford,F-150,2018,1ftew1eg4jfb55634,LP-718246,Black,34100,2024-04-14 02:51:00
826,603,Ford,Door,2016,1ftew1eg5gfc13646,LP-780195,White,20047,2024-12-14 03:21:00
827,278,Ford,F-150,2018,1ftew1eg8jfd05390,LP-627322,White,15003,2024-02-15 08:45:00
828,467,Ford,F-150,2018,1ftew1eg8jfd74483,LP-784445,White,17242,2024-08-05 17:44:00
829,664,Ford,Door,2016,1ftew1eg9gkd71799,LP-780199,Gray,57936,2024-07-09 16:59:00
830,606,Ford,F-150,2018,1ftew1egxjfa11599,LP-749267,Silver,41496,2024-03-14 04:24:00
831,656,Ford,Door,2017,1ftew1ep0hfb00592,LP-783112,Gold,37279,2024-10-15 09:13:00
832,90,Ford,F-150,2018,1ftew1ep0jfd90421,LP-749186,Black,6967,2024-04-09 04:22:00
833,765,Ford,Door,2016,1ftew1ep1gfc64335,LP-756219,White,77638,2024-07-28 03:59:00
834,122,Ford,F-150,2018,1ftew1ep1jfa02757,LP-749262,Black,36742,2024-04-27 09:45:00
835,280,Ford,F-150,2018,1ftew1ep1jkd75109,LP-749263,Blue,43406,2024-07-07 13:13:00
